hex_id,h3_resolution,source_h3_resolution,aggregation_method,source_child_hex_count,class_km,class_k8,landscape_type_id,landscape_type_name,landscape_type,landscape_source,qgis_fill,dominant_area_m2,dominant_area_km2,dominant_area_share_pct,total_classified_area_m2,classified_hex_share_pct,hex_area_m2,type_count,second_type_id,second_area_m2,review_flag,review_flag_tie,review_flag_low_dominance,review_flag_low_hex_coverage,review_flag_overlap_possible,legacy_v10_type_id,legacy_v10_type_name,legacy_v10_confidence,F1,F2,F3,F4,F5,centroid_ost_m,centroid_nord_m,befolkning_antal,stor_vag_langd_m,bebyggelsecentrum_andel,gles_bebyggelse_andel,industri_verksamhet_andel,jordbruksmark_andel,skog_andel,fredskov_andel,sjo_andel,vatmark_andel,vattendrag_langd_m,skyddade_vattendrag_langd_m,kustlinje_langd_m,kustnara_zon_andel,sanddyn_andel,ekologisk_forbindelse_andel,fredade_omraden_andel,natura_habitat_andel,natura_fagelskydd_andel,strandbeskyddelse_andel,kulturhistoriskt_bevarandevarde_andel,vardefull_kulturmiljo_andel,militart_omrade_andel,inflygningszon_andel,relief_m,hogsta_hojd_m,medelhojd_kontur_m,medellutning_kontur_grader,total_vag_langd_m,hogspanning_langd_m,vindkraftverk_antal,solpark_antal,elstation_antal,beskyttede_naturtyper_andel,natur_viltreservat_andel,natura_sarskilt_utpekad_mark_andel,skyddad_natur_andel,skyddad_natur_max_komponent_andel,skyddad_natur_komponent_antal,skyddad_natur_finns
891f0c932d3ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,8,8,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,70145.84173775325,0.07014584173775325,90.55403320615038,77462.96796970163,87.12273731039065,88912.45886102691,2,LT01,7317.126231948379,low_dominant_share,False,True,False,False,LT02,Sandigt kustlandskap,hög,1.3333,1.121,-0.0624,0.5186,0.2156,891883.00527847,6125946.33463974,0,52.6376937439713,0.0,0.0,0.0,0.518018332224859,0.285596896894837,0.0201887464493052,0.0996987914981881,0.0,325.804015123879,0.0,0.0,0.999999999999833,0.0,1.00677697605584,0.962797234185132,0.0,0.0,0.765685809034553,0.0,1.00000000000041,0.0,0.0,7.5,15.0,10.768379039836,1.43313248230921,52.6376937439713,0.0,0,0,0,0.720622048668778,0.0,0.0,1.0,0.962797234185132,3,True
891f0c932d7ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,5,8,8,LT01,Klippigt kustlandskap,Klippigt kustlandskap,LABLAB PDF dominant R10 aggregated to R9,#627A93,63518.781306450255,0.06351878130645025,100.0,63518.781306450255,99.99999999997215,63518.78130646795,1,,0.0,,False,False,False,False,LT02,Sandigt kustlandskap,hög,1.5917,1.7557,-0.5856,0.5414,-0.0483,892217.979643989,6126003.09396524,0,0.0,0.0,0.0,0.0,0.171229148826397,0.0264144576413215,0.0021997848619944,0.0,0.0,0.0,0.0,789.836724747421,0.480572309028792,0.0,0.67291666182395,0.485837986531945,0.0,0.0,0.260187010923811,0.0,0.478870063439072,0.0,0.0,7.5,10.0,4.64319249135909,1.11667942538741,0.0,0.0,0,0,0,0.478040821868265,0.0,0.0,0.966078593262204,0.485837986531945,3,True
891f0c932dbffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,8,8,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,63243.80474073347,0.06324380474073346,74.37105722204157,85038.19510312099,95.6292089091559,88924.91747359745,2,LT01,21794.390362387523,,False,False,False,False,LT02,Sandigt kustlandskap,hög,1.2035,0.8466,0.2647,0.9175,0.623,891746.864140923,6125656.8250713,9,277.080585765145,0.0,0.0,0.0,0.0531732261853835,0.34830131181131,0.111646320025214,0.0109848726477621,0.0,88.8913387193598,0.0,0.0,1.0,0.0,1.01168585873449,0.753278802767225,0.0,0.0,0.925242922173897,0.0,1.00000000000079,0.0,0.0,10.0,12.5,7.70018838332861,1.9836378724901,277.080585765145,0.0,0,0,0,0.159707021723971,0.0,0.0,1.0,0.753278802767225,3,True
891f0c93603ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,5,1,1,LT01,Klippigt kustlandskap,Klippigt kustlandskap,LABLAB PDF dominant R10 aggregated to R9,#627A93,63484.79036437627,0.06348479036437626,100.0,63484.79036437627,99.99999999999854,63484.7903643772,1,,0.0,,False,False,False,False,LT01,Klippigt kustlandskap,medel,1.6174,-0.3369,-0.9118,4.8429,0.2102,891558.807698219,6127223.44224024,27,428.430383589585,0.0,0.187097448734727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.049018519858,0.361576271149796,0.0,0.131488029492884,0.0,0.0,0.0,0.0,0.0002705767351986,0.745956168516164,0.0,0.0,5.0,7.5,4.36678307506705,1.22611458311874,428.430383589585,0.0,0,0,0,0.0445525773923625,0.0,0.0,0.0445525773923625,0.0445525773923625,1,True
891f0c9360bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,1,1,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,72657.59276901186,0.07265759276901186,85.21854090915939,85260.31071860623,95.93338993413437,88874.4896611534,2,LT01,12602.717949594371,classified_area_gt_hex_area,False,False,False,True,LT01,Klippigt kustlandskap,medel,1.843,-0.8989,-0.6065,5.0543,-0.1275,891422.679124214,6126933.98580857,158,1305.61430457856,0.0,0.694832410321723,0.0,0.151235230538459,0.0195020948899469,0.0108180788652422,0.0,0.0,0.0,0.0,207.252714223644,0.965635795033831,0.0,0.10170777457815,0.171429571105653,0.0,0.0,0.0,0.172338996106718,1.61263202469359,0.0,0.0,22.5,25.0,12.9779720077464,3.36660051660736,1305.61430457856,0.0,0,0,0,0.0210383398487909,0.0,0.0,0.203285989819686,0.171429571105653,3,True
891f0c9360fffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,5,1,1,LT01,Klippigt kustlandskap,Klippigt kustlandskap,LABLAB PDF dominant R10 aggregated to R9,#627A93,63129.771730727516,0.06312977173072752,100.0,63129.771730727516,99.41498443251153,63501.26401074231,1,,0.0,classified_area_gt_hex_area,False,False,False,True,LT01,Klippigt kustlandskap,medel,2.065,0.2808,-0.6334,3.8087,1.1378,891757.619597441,6126990.74803928,0,0.0,0.0,0.0009428645721059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.04293699467,0.247181689234097,0.0,0.379687768888148,0.0,0.0,0.0,0.0,3.3768537180685e-05,0.252277685700826,0.0,0.0,0.0,2.5,4.01609573991432,0.95920847975539,0.0,0.0,0,0,0,0.14603023947546,0.0,0.0,0.14603023947546,0.14603023947546,1,True
891f0c93613ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,1,1,LT01,Klippigt kustlandskap,Klippigt kustlandskap,LABLAB PDF dominant R10 aggregated to R9,#627A93,88883.56785289384,0.08888356785289385,100.0,88883.56785289384,100.00000000000628,88883.56785288826,1,,0.0,,False,False,False,False,LT01,Klippigt kustlandskap,medel,1.4342,-0.1078,-0.9531,4.6343,0.0916,891360.004926673,6127456.12474732,123,1361.34451968093,0.0,0.670326360369691,0.0,0.0,0.0,0.0,0.0,0.0,50.534333258163,0.0,107.819189670824,0.996361147170385,0.0,0.350779224574951,0.0,0.0,0.0,0.331017190530422,0.0003430911766943,1.64421590338596,0.0,0.0,12.5,15.0,6.90012110855629,1.97131849330076,1361.34451968093,0.0,0,0,0,0.153476857986541,0.0,0.0,0.153476857986541,0.153476857986541,1,True
891f0c93617ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,2,1,1,LT01,Klippigt kustlandskap,Klippigt kustlandskap,LABLAB PDF dominant R10 aggregated to R9,#627A93,25398.082740826532,0.02539808274082653,100.0,25398.082740826532,99.99999999999267,25398.082740828395,1,,0.0,,False,False,False,False,LT01,Klippigt kustlandskap,medel,1.5699,0.0207,-0.9553,4.2566,0.6954,891694.930679976,6127512.88892906,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.178916737377,0.0229690021349461,0.0,0.0943441433484509,0.0,0.0,0.0,0.016169955605044,0.0,0.0248631689469817,0.0,0.0,0.0,0.0,3.27722497268613,0.437170291884714,0.0,0.0,0,0,0,0.0210118102505719,0.0,0.0,0.0210118102505719,0.0210118102505719,1,True
891f0c9361bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,1,1,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,50757.46966977045,0.05075746966977045,61.10555310945516,83065.23235106189,93.45067351377214,88886.71341552213,2,LT01,32307.76268129144,classified_area_gt_hex_area;low_dominant_share;classified_area_gt_hex_area,False,True,False,True,LT03,Jordbruksdominerat sprickdalslandskap,medel,1.3586,-0.7797,-0.9996,4.8964,0.0889,891223.876811933,6127166.67953409,236,2379.09995142924,0.0,0.936477362287275,0.0,0.056118043318959,0.008260122752275,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999666,0.0,0.0,0.0619376545274034,0.0,0.0,0.0,0.0637592966166505,1.91164566476092,0.0,0.0,15.0,22.5,13.6571640014337,2.67738446953104,2379.09995142925,0.0,0,0,0,0.0,0.0,0.0,0.0619376545274034,0.0619376545274034,1,True
891f0c9362bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,2,5,5,LT01,Klippigt kustlandskap,Klippigt kustlandskap,LABLAB PDF dominant R10 aggregated to R9,#627A93,25397.233079938218,0.025397233079938217,100.0,25397.233079938218,100.00000000002933,25397.233079930767,1,,0.0,,False,False,False,False,LT01,Klippigt kustlandskap,hög,1.8291,1.6065,-0.7565,1.9288,1.3264,892291.39513778,6126814.80489976,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.420793087083,0.0208979731215076,0.0,0.151957482206353,0.0643947153594447,0.0,0.0,0.0,0.0,0.0559989164006627,0.0,0.0,0.0,0.0,3.23134928853767,0.350105719047699,0.0,0.0,0,0,0,0.0425015634490689,0.0,0.0,0.106896278808514,0.0643947153594447,2,True
891f0c9363bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,2,1,1,LT01,Klippigt kustlandskap,Klippigt kustlandskap,LABLAB PDF dominant R10 aggregated to R9,#627A93,25399.760953562334,0.025399760953562334,100.0,25399.760953562334,100.00000000002933,25399.760953554884,1,,0.0,,False,False,False,False,LT02,Sandigt kustlandskap,medel,1.6472,1.3026,-0.5539,2.6648,0.8127,892092.564524524,6127047.51127051,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.769917521549,0.0378259739466265,0.0,0.083722526327502,0.0457974874349855,0.0,0.0,0.0,0.0,0.0449845509152026,0.0,0.0,0.0,0.0,3.00665834219583,0.490809589574601,0.0,0.0,0,0,0,0.0267964709404052,0.0,0.0,0.0725939583753907,0.0457974874349855,2,True
891f0c93643ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,2,2,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88899.75448049791,0.08889975448049792,100.0,88899.75448049791,99.99999999998953,88899.75448050722,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,hög,0.5609,-0.2742,-0.9666,0.9242,0.0734,890951.603808717,6126587.7598809,0,228.322057107048,0.0,0.0,0.0,0.923793546776228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999833,0.0,0.0,0.308008407531313,0.0,0.0,0.0,0.308016613456323,0.999999999999833,0.0,0.0,10.0,45.0,39.5011878302539,1.93645378410011,228.322057107048,0.0,0,0,0,0.0012013663202066,0.0,0.0,0.30920977385152,0.308008407531313,2,True
891f0c93647ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,1,1,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88897.69133184757,0.08889769133184756,100.0,88897.69133184757,99.99999999999476,88897.69133185223,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,medel,1.4487,-0.6928,-0.607,2.5665,-0.0081,891286.544958529,6126644.51963476,4,0.0,0.0,0.157836881640707,0.0,0.41747825567183,0.112551991226387,0.0805165915581321,0.0,0.0,45.8130650162524,0.0,0.0,0.999999999999833,0.0,0.0,0.326223021724081,0.0,0.0,0.0,0.524520890440203,0.999994155243844,0.0,0.0,30.0,40.0,28.2098755162427,3.70594942737973,0.0,0.0,0,0,0,0.0,0.0,0.0,0.406739613282213,0.326223021724081,2,True
891f0c9364bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88896.84388452582,0.08889684388452582,100.0,88896.84388452582,100.00000000000419,88896.8438845221,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,hög,0.1224,-0.1931,-1.0201,-0.18,0.5708,890815.458921376,6126298.28544236,0,78.3945959588939,0.0,0.0,0.0,0.989480164269924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999499,0.0,0.0,10.0,45.0,40.4645012375356,1.57885656668828,78.3945959588939,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
